date,medium,source,party,cmp_code,text_appeal,issue,direction_appeal
2017-03-07,Facebook,fvd,FvD,22730,We zijn in nederland in een situatie beland waarin onze democratie wordt gekortwiekt door politici. Kwesties die er echt toedoen: verdergaande islamisering.  macht van de EU. Euro.   open grenzen. Stuk voor stuk zijn ze onder het tapijt beland.,European Union,Negative Appeal
2017-03-07,Facebook,fvd,FvD,22730,We zijn in nederland in een situatie beland waarin onze democratie wordt gekortwiekt door politici. Kwesties die er echt toedoen: verdergaande islamisering.  macht van de EU. Euro.   open grenzen. Stuk voor stuk zijn ze onder het tapijt beland.,Immigration,Negative Appeal
2017-03-07,Facebook,fvd,FvD,22730,Forum voor democratie wil dat deze conspiratie van stilwijzgen door de gevestigde politiek wordt doorbroken,Efficient Government,Positive Appeal
2017-03-07,Facebook,fvd,FvD,22730,Forum voor democratie wil dat deze conspiratie van stilwijzgen door de gevestigde politiek wordt doorbroken,Efficient Government,Negative Appeal
2017-03-14,Facebook,@PartijvandeArbeid,PvdA,22320,DAt betekent dat we willen zorgen dat iedereen kan studeren als die dat in zijn mars heeft,Education,Positive Appeal
2017-03-14,Facebook,@PartijvandeArbeid,PvdA,22320,We zijn er niet alleen voor ouderen  we zijn geen 50 plus,Social Security,Negative Appeal
2017-03-14,Facebook,@PartijvandeArbeid,PvdA,22320,We zijn er ook voor de jongeste mensen,Norms and Values,Positive Appeal
2017-03-14,Facebook,@PartijvandeArbeid,PvdA,22320,Waarom PVDA kiezen? Zodat de bouwvakker boven in een kraan niet in een flesje hoeft te pissen  maar gewoon naar beneden kan gaan,Social Security,Positive Appeal
2017-03-14,Facebook,@PartijvandeArbeid,PvdA,22320,Eerlijke spelregels op de werkvloer  dat is echt heel belangrijk voor de PVDA,Social Security,Positive Appeal
2017-03-11,Facebook,@PartijvandeArbeid,PvdA,22320,We hebben moeilijke bezuinigingsmaatregelen genomen. Nu staat het land er beter voo,"Taxes, Budget & Economy",Positive Appeal
2017-03-11,Facebook,@PartijvandeArbeid,PvdA,22320,Hoe haal je het dan in je hoofd om de allerzwaksten geld af te pakken? (RUTTE),"Taxes, Budget & Economy",Negative Appeal
2017-03-11,Facebook,@PartijvandeArbeid,PvdA,22320,Het land staat er beter voor. Dat hebben vvd en pvda gedaan,"Taxes, Budget & Economy",Positive Appeal
2017-03-11,Facebook,@PartijvandeArbeid,PvdA,22320,Zelfs als het lukt om er heel veel banen bij te krijgen  hoe haal je het dan in je hoofd om van die mensen 50 euro te gaan afpakken. Terwijl het nergens voor nodig is.,Labour Market,Negative Appeal
2017-03-11,Facebook,@PartijvandeArbeid,PvdA,22320,Terwijl het geld weggehaald is bij mensen die ieder dubbeltje moeten omdraaien om dat te geven aan mensen die het goed hebben.,"Taxes, Budget & Economy",Negative Appeal
2017-03-10,Facebook,@PartijvandeArbeid,PvdA,22320,"Meneer Roemer wacht tot de onveiligiheid uit het midden-oosten hier naartoe komt, dat lijkt mij niet verstandig.",Military Interventions,Negative Appeal
2017-03-08,Facebook,@PartijvandeArbeid,PvdA,22320,Op het gebied van gelijke behandeling is er inmiddels veel bereikt maar op een plaats blijft de ongelijkheid hardnekkig: de werkplek. Dat vinden wij niet logisch.,Norms and Values,Positive Appeal
2017-03-08,Facebook,@PartijvandeArbeid,PvdA,22320,Wij strijden door om gelijke beloning na 15 maart te verankeren in de wet,Norms and Values,Positive Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,Wij hebben het kabinet Rutte-Asscher inderdaad niet gesteund in de keiharde afbraak van de zor,Health Care,Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,Wij hebben het kabinet Rutte-Asscher inderdaad niet gesteund in de keiharde afbraak van de zor,Health Care,Positive Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,Normaal gesproken is de PVDA het met ons eens dat je in moeilijke tijden niet hard moet bezuinignen  maar extra moet investeren.,"Taxes, Budget & Economy",Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,Normaal gesproken is de PVDA het met ons eens dat je in moeilijke tijden niet hard moet bezuinignen  maar extra moet investeren.. En al helemaal niet aan wat belangrijk is voor de mensen: de zorg,Health Care,Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,Want als er hard wordt bezuinigd op zoiets essentieels als de zorg  dan sta ik op  dan grijp ik in en komen we met alternatieven,Health Care,Positive Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,Mensen betrekken bij de toekomst van Europa. D66 zegt 'nee',European Union,Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,We hebben een keer een referendum gehad over de Europese Grondwet. De bevolking zei nee: D66 zei we doen het toch,European Union,Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,en keer een referendum gehad over de Oekranie . De bevolking zei nee: D66 zei we doen het toch,European Union,Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,ben gevraagd om een referendum bij de invoering van de euro. Referendumpartij d66 zei nee.,European Union,Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,orgen hebben we een historische kans om te breken met de jarenlange VVD-politiek van ieder-voor-zich,Norms and Values,Negative Appeal
2017-03-14,Facebook,@SocialistischePartij,SP,22220,Daarom wil de SP een Nationaal ZorgFonds zonder eigen risico. Zodat iedereen de zorg krijgt die hij nodig heeft,Health Care,Positive Appeal
2017-03-13,Facebook,@SocialistischePartij,SP,22220,"Steeds vaker worden mensen niet meer aangenomen omdat ze ""te oud"" zijn. Toch verhogen VVD Pvda D66 Groenlinks en CDA de AOW-leeftijd. Zelfs na je 65 moet je door",Social Security,Negative Appeal
2017-03-13,Facebook,@SocialistischePartij,SP,22220,Een heel aantal partijen zegt wel heel makkelijk dat je nog door kan werken na je 65e tot je 67,Social Security,Negative Appeal
2017-03-13,Facebook,@SocialistischePartij,SP,22220,de VVD pleit dat langer doorwerken mogelijk is.  We hebben gisteren met de VVD gebeld maar geen reactie,Social Security,Negative Appeal
2017-03-13,Facebook,@SocialistischePartij,SP,22220,Daarom zegt de SP: Voor iedereen die wil gewwon AOW op 65,Social Security,Positive Appeal
2017-03-13,Facebook,@SocialistischePartij,SP,22220,En we schaffen die belachelijke sollicitatie plicht voor 65 plussers af.,Social Security,Positive Appeal
2017-03-12,Facebook,@SocialistischePartij,SP,22220,We moeten de deur dichtgooien voor het rondreizend propagandacircus van 'sultan' Erdogan  aldus SP-leider Emile Roemer.,Norms and Values,Negative Appeal
2017-03-12,Facebook,@SocialistischePartij,SP,22220,De SP zegt het al jaren: We zullen vol moeten inzetten op het bestrijden van de beinvloeding door Ankara van Nederlandse burgers.,Norms and Values,Positive Appeal
2017-03-11,Facebook,@SocialistischePartij,SP,22220,We kunnen nu na de kaalslag van Rutte kiezen voor de inhaalslag,"Taxes, Budget & Economy",Negative Appeal
2017-03-10,Facebook,@SocialistischePartij,SP,22220,Mensen zijn onnodig gepakt door uw kabinet,"Taxes, Budget & Economy",Negative Appeal
2017-03-10,Facebook,@SocialistischePartij,SP,22220,Daarom voeren wij de strijd voor 10. De strijd voor de verhoging van het minimumloon van 10% en een einde aan de onzekere flutcontracten,Social Security,Positive Appeal
2017-03-10,Facebook,@SocialistischePartij,SP,22220,Daarom voeren wij de strijd voor 10. De strijd voor de verhoging van het minimumloon van 10% en een einde aan de onzekere flutcontracten,Social Security,Positive Appeal
2017-03-10,Facebook,@SocialistischePartij,SP,22220,ij hebben de afgelopen weken in heel nederland steun gehad voor onze eis om het wettelijk minimumloon  de uitkering en de lonen te verhogen.,Social Security,Positive Appeal
2017-03-10,Facebook,@SocialistischePartij,SP,22220,Maar kunnen wel grote acties voor lagere huren en goede zorg georganiseerd worden en kunnen op veel plekken mensen langs bij de SP-hulpdienst voor hulp en advies.,Housing,Positive Appeal
2017-03-10,Facebook,@SocialistischePartij,SP,22220,Maar kunnen wel grote acties voor lagere huren en goede zorg georganiseerd worden en kunnen op veel plekken mensen langs bij de SP-hulpdienst voor hulp en advies.,Health Care,Positive Appeal
2017-03-09,Facebook,@SocialistischePartij,SP,22220,ondanks dat PvdA-minister Bussemaker zei de kritiek op het gebrek aan zeggenschap en het doorgeslagen rendementsdenken in het onderwijs serieus te nemen  waren haar oplossingen slechts cosmetisch,Education,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,VVD,22420,Tweede is dat we er inmiddels ook in geslaagd zijn om de westelijke balkan af te sluiten.,Immigration,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,VVD,22420,Dat afsluiten van de balknaroute is ook laatste jaar gebeurd tijdens ons voorzitterschap,Immigration,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,GL,22110,Het lijkt mij een heel slecht idee als we straks een rechts kabinet zouden hebben,Efficient Government,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,GL,22110,Je ziet dat GL nu een sleutelrol kan spelen in die formatie,Efficient Government,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,GL,22110,Ik hoop met Alexander samen te werken om zo'n links progressief kabinet mogelijk te maken,Efficient Government,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,De PVDA is gaan regeren met de VVD,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Met name voor die mensen die hun hoop op links hadden gevestigd  is het gewoon achtergebleven,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Dan zie je de enorme bezuinigingen en de enorme werkeloosheid (PVDA schuld),"Taxes, Budget & Economy",Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Dan zie je de enorme bezuinigingen en de enorme werkeloosheid (PVDA schuld),Labour Market,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Wij moeten ons bewijzen.  daarom zijn we ook zo stelling dat dit niet gaat met de vvd,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Wij moeten ons bewijzen.  daarom zijn we ook zo stelling dat dit niet gaat met de vvd,Efficient Government,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Als we alle drie op zouden trekken en je zou de VVD erbij zetten  dan zal je zien dat we op zoveel terreinen moeten inleveren weer,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,PvdA,22320,Misschien met het CDA erbij.  tot nu toe zegt Buma alleen maar nee,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Nou (anders) dat kan niet met het beleid van de VVD,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,dus wil ik in het kabinet zitten zonder de VVD,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Bij mij gaat de deur wel dicht,Efficient Government,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,ik ga niet in een rechtse polonaise meelopen om het beleid van het afgelopen jaren te doen,Efficient Government,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,En dat is wat ik mis bij andere partijen,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,SP,22220,Ik hoop oprecht dat partijen in het midden geen meerderheid gaan halen met de VVD,Efficient Government,Negative Appeal
2017-03-14,TV-shows,Pauw & Jinek,PvdA,22320,Niemand wil in een rechtse polonaise meelopen   dat wil jesse nietdat wil ik ook niet niet,Efficient Government,Positive Appeal
2017-03-14,TV-shows,Pauw & Jinek,GL,22110,Wij kiezen voor een centrumlinkse variant,Efficient Government,Positive Appeal
2017-03-10,TV-shows,Pauw & Jinek,FvD,22730,Ik denk dat ik hier wel wat goede ideeen aan kan reiken want het is niet zo dat de gevestigde orde overloopt van goede ideeen,Norms and Values,Negative Appeal
2017-03-10,TV-shows,Pauw & Jinek,FvD,22730,Ik denk dat ik hier wel wat goede ideeen aan kan reiken want het is niet zo dat de gevestigde orde overloopt van goede ideeen,Norms and Values,Positive Appeal
2017-03-10,TV-shows,Pauw & Jinek,FvD,22730,Wij hebben als FVD de wet bescherming nederlands waarden gepresenteerd,Norms and Values,Positive Appeal
2017-03-10,TV-shows,Pauw & Jinek,FvD,22730,Vijf dingen daar marchanderen we niet mee  die moet iedereen aanvaarden,Norms and Values,Positive Appeal
2017-03-10,TV-shows,Pauw & Jinek,FvD,22730,Het partijkartel bestaat op het binnenhof  dat bestaat uit de gevestigde machtspartijen,Efficient Government,Negative Appeal
2017-03-10,TV-shows,Pauw & Jinek,FvD,22730,Die ronddraaiende baantjescaroussel,Efficient Government,Negative Appeal
2017-03-10,Newspapers,de Volkskrant,FvD,22730,Wij vullen de ruimte op tussen de kartelpartijen en de PVV,Efficient Government,Negative Appeal
2017-03-10,Newspapers,de Volkskrant,FvD,22730,Wij vullen de ruimte op tussen de kartelpartijen en de PVV,Efficient Government,Positive Appeal
2017-03-10,Newspapers,de Volkskrant,FvD,22730,Er is een patstelling ontstaan doordat Wilders niet constructief genoeg werkt.,Efficient Government,Negative Appeal
2017-03-10,Newspapers,de Volkskrant,FvD,22730,Bovenal pleit hij voor het invoeren van het bindend referendum  zodat het volk 'zijn stem terugkrijgt'.,Efficient Government,Positive Appeal
2017-02-20,Newspapers,de Volkskrant,SP,22220,We willen gewoon een ziekteverzekering voor iedereen,Health Care,Positive Appeal
2017-02-20,Newspapers,de Volkskrant,SP,22220,Want de liberalen koesteren die 'dure en bureaucratische marktwerking en commercie in de zorg' en zouden het eigen risico het liefst willen verhogen tot 500 euro. 'We maken een front tegen het rechtse afbraakbeleid van Rutte.',Health Care,Negative Appeal
